












YEAR,- all -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel,- multiple -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Sum of Jumlah,,,WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30000241,CAF BROWN RTG (12x10),,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583,0,0.014575,0,0,0.0583,0.06996,0.1,,30000304,TUBRUK GADJAH ASLI RTG 60gr (4x10)
,30000245,TUBRUK GADJAH MANIS SPC MIX RTG (12x10),9.583,14.333,30.585,10.833,7.083,7.165,14.334,12.749,19.502,15.833,4,12.167,8.916,6.084,7.166,10,17.751,13.585,18.833,5.499,27.333,5.75,12.502,15.167,16.75,12.917,11.916,17.003,6.583,11.5,31.838,6,0.166,10.17,2.167,9.499,7.752,4.667,9.832,465.513,6.7834,11.637825,59.919,48.174,46.5513,93.1026,93.2,,30000300,TUBRUK GADJAH ASLI RTG 6gr (20x10)
,30000304,TUBRUK GADJAH ASLI RTG 60gr (4x10),,,,,,,,,,,,,,,,,,,,,,,,0.5,4,0.75,0.5,,,3,1,1,0.25,,,,,,,11,0,0.275,4.25,2.25,1.1,1.21,1.3,,1000021,FOX'S Fruits Tin (12) SS
,30000300,TUBRUK GADJAH ASLI RTG 6gr (20x10),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5.6,22.2,2.65,8.15,11.5,24.85,5.7,8.9,3.6,2.95,97.1,9.2,2.4275,6.6,44.5,9.71,11.652,11.7,,1000022,FOX'S Berries Tin (12) SS
SKR,1000021,FOX'S Fruits Tin (12) SS,0.75,0.75,4.25,2.75,3.25,2.25,0.083,,10,0.998,,,,,,,,,4.499,1.25,,2.746,3.25,,1.5,1,0.916,0.167,,,,,,,3,3.25,0.5,,1.25,48.409,2,1.210225,2.083,0,4.8409,4.8409,4.9,,1000023,FOX'S Fruity Mints Tin (12) SS
,1000022,FOX'S Berries Tin (12) SS,0.75,0.75,4,3.917,2.25,1.25,,0.333,,,,,,,,,,,4.083,2.417,,2.748,5,,2,1,1.5,0.25,0.667,,0.25,5.5,0.25,,1.667,2,0.5,1.25,0.75,45.082,1.2334,1.12705,3.417,6,4.5082,4.73361,4.8,,1000054,FOX'S Mint Blossom OFW Bag (24)
,1000023,FOX'S Fruity Mints Tin (12) SS,0.5,0.25,5,2.25,1.75,3.167,6,10,10.5,2.998,12.5,3,2.417,,,,,,,,,,,,,,,0.25,3,,0.75,7.5,,,1,1.75,,,1,75.582,1.25,1.88955,3.25,8.25,7.5582,30,30,,1000059,FOX'S Gummy EmotiPops HappySad 8 (6x35g)
,1000054,FOX'S Mint Blossom OFW Bag (24),0.5,7.25,14.794,14.626,32.709,30,,,30.377,17.294,4,28.998,11.252,49.848,14.122,12.081,24.672,48.995,64.334,31.458,33.086,19.168,69.252,28.59,70.678,35.795,29.497,35.829,36.545,53.672,68.412,53.419,17.665,18.71,21.959,66.96,20.834,48.209,19.168,1184.758,35.426,29.61895,191.338,158.206,118.4758,30,30,,1000060,FOX'S Gummy EmotiPops LoveAngry 8 (6x35g)
,1000059,FOX'S Gummy EmotiPops HappySad 8 (6x35g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,1,,,3,10.375,,,15.125,6.6875,0.378125,0,1.75,1.5125,1.5125,1.6,,1000069,FOX'S Berries Bag (24)
,1000060,FOX'S Gummy EmotiPops LoveAngry 8 (6x35g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,1,,,3,10.375,0.125,0.125,15.375,3.40625,0.384375,0,1.75,1.5375,1.56825,1.6,,1000071,FOX'S Fruits Bag (24)
